pair,timeframe,rank,total_pnl,winrate,profit_factor,trades,swing_window,max_hold,require_fvg,use_choch_filter
XRPUSDT,1h,100,1.4436,0.5468,1.1266,278,5,15,True,True
SOLUSDT,1d,1,0.2797,0.5385,2.8353,13,7,5,False,True
SOLUSDT,1d,2,0.2674,0.5,2.6232,14,7,5,False,False
SOLUSDT,1d,3,0.2524,0.375,2.0289,8,5,30,False,True
SOLUSDT,1d,4,0.2438,0.5333,2.2475,15,5,5,False,True
SOLUSDT,1d,5,0.2402,0.5714,2.1448,7,7,30,True,False
SOLUSDT,1d,6,0.235,0.5,1.9478,8,7,30,False,False
SOLUSDT,1d,7,0.2314,0.4737,1.9425,19,3,5,False,True
SOLUSDT,1d,8,0.2178,0.5,1.5694,26,3,5,False,False
SOLUSDT,1d,9,0.2118,0.5714,3.3435,7,10,5,True,True
SOLUSDT,1d,10,0.2118,0.5714,3.3435,7,10,5,True,False
SOLUSDT,1d,11,0.1926,0.5,2.7589,8,10,5,False,True
SOLUSDT,1d,12,0.1926,0.5,2.7589,8,10,5,False,False
SOLUSDT,1d,13,0.179,0.5,1.8629,12,7,5,True,True
SOLUSDT,1d,14,0.1729,0.5,1.8243,6,7,30,True,True
SOLUSDT,1d,15,0.1677,0.4286,1.6766,7,7,30,False,True
SOLUSDT,1d,16,0.1667,0.4615,1.7584,13,7,5,True,False
SOLUSDT,1d,17,0.1601,0.5,1.5338,18,5,5,False,False
SOLUSDT,1d,18,0.1493,0.5714,2.6782,7,15,5,True,False
SOLUSDT,1d,19,0.1374,0.5556,1.5167,9,5,20,True,True
SOLUSDT,1d,20,0.11,0.5,1.4689,8,7,20,True,True
SOLUSDT,1d,21,0.1019,0.4444,1.5612,9,15,5,False,False
SOLUSDT,1d,22,0.099,0.5,1.3044,10,5,20,False,True
SOLUSDT,1d,23,0.0945,0.5,1.4028,8,7,20,True,False
SOLUSDT,1d,24,0.0919,0.4286,1.3023,7,5,30,True,True
SOLUSDT,1d,25,0.0867,0.4118,1.2682,17,3,5,True,True
SOLUSDT,1d,26,0.086,0.4286,1.2862,14,5,5,True,True
SOLUSDT,1d,27,0.0835,0.4167,1.1891,12,3,30,False,True
SOLUSDT,1d,28,0.071,0.6,1.4008,5,15,30,True,False
SOLUSDT,1d,29,0.0679,0.4,1.3237,5,10,30,True,True
SOLUSDT,1d,30,0.0679,0.4,1.3237,5,10,30,True,False
SOLUSDT,1d,31,0.0452,0.5,1.7659,4,15,5,True,True
SOLUSDT,1d,32,0.0452,0.5,1.7659,4,15,5,False,True
SOLUSDT,1d,33,0.0317,0.4,1.0943,10,5,15,False,True
SOLUSDT,1d,34,0.0298,0.3333,1.1201,6,10,30,False,True
SOLUSDT,1d,35,0.0298,0.3333,1.1201,6,10,30,False,False
SOLUSDT,1d,36,0.0279,0.4444,1.0909,9,7,20,False,True
SOLUSDT,1d,37,0.0252,0.4091,1.0532,22,3,5,True,False
SOLUSDT,1d,38,0.0124,0.4444,1.0404,9,7,20,False,False
SOLUSDT,1d,39,0.009,0.4,1.0628,5,15,20,False,False
SOLUSDT,1d,40,0.0072,0.5,1.0199,10,7,10,True,False
SOLUSDT,1d,41,0.0023,0.4118,1.0058,17,5,5,True,False
SOLUSDT,1d,42,-0.0078,0.4,0.9592,5,15,30,False,False
SOLUSDT,1d,43,-0.023,0.3333,0.902,6,10,20,True,True
SOLUSDT,1d,44,-0.023,0.3333,0.902,6,10,20,True,False
SOLUSDT,1d,45,-0.0239,0.3333,0.927,9,7,15,False,False
SOLUSDT,1d,46,-0.0247,0.4167,0.9615,12,5,30,False,False
SOLUSDT,1d,47,-0.0256,0.5,0.9366,14,3,10,False,True
SOLUSDT,1d,48,-0.0363,0.5455,0.896,11,7,10,False,False
SOLUSDT,1d,49,-0.0392,0.3333,0.8802,9,7,15,False,True
SOLUSDT,1d,50,-0.0418,0.4615,0.9164,13,3,15,False,True
SOLUSDT,1d,51,-0.0446,0.4615,0.9151,13,3,20,False,True
SOLUSDT,1d,52,-0.0464,0.3636,0.9118,11,3,30,True,True
SOLUSDT,1d,53,-0.05,0.5833,0.8908,12,5,10,False,True
SOLUSDT,1d,54,-0.0569,0.5,0.6788,4,15,30,True,True
SOLUSDT,1d,55,-0.0581,0.5,0.8906,12,3,20,True,True
SOLUSDT,1d,56,-0.0715,0.5385,0.8444,13,3,10,True,True
SOLUSDT,1d,57,-0.0848,0.3333,0.7894,9,7,10,True,True
SOLUSDT,1d,58,-0.0928,0.375,0.7118,8,7,15,True,False
SOLUSDT,1d,59,-0.0955,0.2857,0.6891,7,10,20,False,True
SOLUSDT,1d,60,-0.0955,0.2857,0.6891,7,10,20,False,False
SOLUSDT,1d,61,-0.0979,0.4,0.7499,10,7,10,False,True
SOLUSDT,1d,62,-0.1,0.4211,0.8241,19,3,10,False,False
SOLUSDT,1d,63,-0.1015,0.5,0.5422,4,15,30,False,True
SOLUSDT,1d,64,-0.1051,0.3333,0.6912,6,10,10,True,True
SOLUSDT,1d,65,-0.1051,0.3333,0.6912,6,10,10,True,False
SOLUSDT,1d,66,-0.1068,0.2,0.545,5,15,20,True,False
SOLUSDT,1d,67,-0.1081,0.375,0.6643,8,7,15,True,True
SOLUSDT,1d,68,-0.1137,0.2857,0.6741,7,10,10,False,True
SOLUSDT,1d,69,-0.1137,0.2857,0.6741,7,10,10,False,False
SOLUSDT,1d,70,-0.127,0.2857,0.4942,7,15,15,False,False
SOLUSDT,1d,71,-0.1292,0.4286,0.8125,14,3,30,True,False
SOLUSDT,1d,72,-0.1405,0.4706,0.7731,17,3,10,True,False
SOLUSDT,1d,73,-0.1407,0.4444,0.6338,9,5,15,True,True
SOLUSDT,1d,74,-0.1477,0.5,0.4662,6,15,10,True,False
SOLUSDT,1d,75,-0.1517,0.3333,0.3417,6,15,15,True,False
SOLUSDT,1d,76,-0.153,0.4545,0.7714,11,5,30,True,False
SOLUSDT,1d,77,-0.1584,0.5833,0.6728,12,3,15,True,True
SOLUSDT,1d,78,-0.1658,0.1667,0.4852,6,10,15,True,True
SOLUSDT,1d,79,-0.1658,0.1667,0.4852,6,10,15,True,False
SOLUSDT,1d,80,-0.1707,0.1429,0.478,7,10,15,False,True
SOLUSDT,1d,81,-0.1707,0.1429,0.478,7,10,15,False,False
SOLUSDT,1d,82,-0.1779,0.5,0.656,10,5,10,True,True
SOLUSDT,1d,83,-0.2304,0.0,0.0,4,15,15,True,True
SOLUSDT,1d,84,-0.2304,0.0,0.0,4,15,15,False,True
SOLUSDT,1d,85,-0.2347,0.0,0.0,4,15,20,True,True
SOLUSDT,1d,86,-0.2347,0.0,0.0,4,15,20,False,True
SOLUSDT,1d,87,-0.2484,0.25,0.1022,4,15,10,True,True
SOLUSDT,1d,88,-0.2484,0.25,0.1022,4,15,10,False,True
SOLUSDT,1d,89,-0.2531,0.3333,0.614,12,5,20,True,False
SOLUSDT,1d,90,-0.262,0.4286,0.3681,7,15,10,False,False
SOLUSDT,1d,91,-0.2686,0.4375,0.6545,16,3,20,True,False
SOLUSDT,1d,92,-0.2815,0.3077,0.6007,13,5,20,False,False
SOLUSDT,1d,93,-0.2868,0.4667,0.5872,15,5,10,False,False
SOLUSDT,1d,94,-0.2882,0.3077,0.5608,13,5,15,False,False
SOLUSDT,1d,95,-0.3189,0.375,0.6327,16,3,30,False,False
SOLUSDT,1d,96,-0.3404,0.3333,0.5739,18,3,15,False,False
SOLUSDT,1d,97,-0.3898,0.4375,0.4553,16,3,15,True,False
SOLUSDT,1d,98,-0.3899,0.3846,0.4653,13,5,10,True,False
SOLUSDT,1d,99,-0.3938,0.3889,0.5675,18,3,20,False,False
SOLUSDT,1d,100,-0.4309,0.3333,0.361,12,5,15,True,False
SOLUSDT,4h,1,2.1561,0.623,2.349,122,15,5,False,False
SOLUSDT,4h,2,1.9702,0.6061,2.0098,132,10,5,False,False
SOLUSDT,4h,3,1.7112,0.64,1.7735,150,7,5,False,False
SOLUSDT,4h,4,1.6971,0.6292,2.3457,89,15,5,True,False
SOLUSDT,4h,5,1.6792,0.5946,2.1418,74,15,10,False,False
SOLUSDT,4h,6,1.6732,0.678,2.0143,118,7,5,True,False
SOLUSDT,4h,7,1.6662,0.6721,2.0098,122,5,5,True,False
SOLUSDT,4h,8,1.6588,0.6373,2.1215,102,10,5,True,False
SOLUSDT,4h,9,1.5569,0.5077,1.5916,65,3,30,False,True
SOLUSDT,4h,10,1.4854,0.5904,1.7694,83,10,10,False,False
SOLUSDT,4h,11,1.4829,0.6275,1.6226,153,5,5,False,False
SOLUSDT,4h,12,1.379,0.6422,1.9726,109,3,5,True,True
SOLUSDT,4h,13,1.3445,0.5899,1.4435,178,3,5,False,False
SOLUSDT,4h,14,1.3265,0.5333,1.4947,60,3,30,True,True
SOLUSDT,4h,15,1.3021,0.6069,1.5686,145,3,5,True,False
SOLUSDT,4h,16,1.2345,0.5873,1.8701,63,15,10,True,False
SOLUSDT,4h,17,1.1974,0.6,1.5241,140,3,5,False,True
SOLUSDT,4h,18,1.1533,0.6034,1.6124,58,15,15,False,False
SOLUSDT,4h,19,1.1386,0.6531,1.7058,49,15,15,True,False
SOLUSDT,4h,20,1.1368,0.5464,1.4573,97,7,10,False,False
SOLUSDT,4h,21,1.1317,0.5556,1.6668,72,10,10,True,False
SOLUSDT,4h,22,1.1239,0.6383,1.825,94,5,5,True,True
SOLUSDT,4h,23,1.0908,0.4444,1.321,90,3,30,False,False
SOLUSDT,4h,24,1.0855,0.5465,1.5434,86,7,10,True,False
SOLUSDT,4h,25,1.0505,0.6033,1.5439,121,5,5,False,True
SOLUSDT,4h,26,1.0453,0.4691,1.3237,81,3,30,True,False
SOLUSDT,4h,27,1.0158,0.5606,1.2879,132,3,10,False,False
SOLUSDT,4h,28,1.0094,0.5319,1.5511,47,15,20,False,False
SOLUSDT,4h,29,0.9051,0.5545,1.3208,101,3,10,False,True
SOLUSDT,4h,30,0.9006,0.5747,1.7093,87,15,5,False,True
SOLUSDT,4h,31,0.8138,0.5213,1.3524,94,5,10,True,False
SOLUSDT,4h,32,0.7907,0.52,1.3639,50,5,30,True,True
SOLUSDT,4h,33,0.7567,0.5632,1.5749,87,10,5,False,True
SOLUSDT,4h,34,0.7401,0.5465,1.316,86,3,10,True,True
SOLUSDT,4h,35,0.7151,0.6061,1.7687,66,10,5,True,True
SOLUSDT,4h,36,0.657,0.5902,1.2867,61,10,15,True,False
SOLUSDT,4h,37,0.639,0.493,1.2244,71,7,20,False,False
SOLUSDT,4h,38,0.6048,0.56,1.2246,75,7,15,True,False
SOLUSDT,4h,39,0.6001,0.4828,1.1547,116,3,15,False,False
SOLUSDT,4h,40,0.5987,0.5349,1.3384,43,15,20,True,False
SOLUSDT,4h,41,0.5898,0.5806,1.5673,62,15,5,True,True
SOLUSDT,4h,42,0.5719,0.5143,1.1534,105,3,15,True,False
SOLUSDT,4h,43,0.5657,0.4757,1.1495,103,3,20,False,False
SOLUSDT,4h,44,0.5648,0.4868,1.1851,76,3,20,False,True
SOLUSDT,4h,45,0.5626,0.4769,1.1841,65,5,30,True,False
SOLUSDT,4h,46,0.5617,0.5205,1.2921,73,5,10,True,True
SOLUSDT,4h,47,0.5478,0.6267,1.4715,75,7,5,True,True
SOLUSDT,4h,48,0.5311,0.4386,1.2163,57,10,20,False,False
SOLUSDT,4h,49,0.515,0.5299,1.1537,117,3,10,True,False
SOLUSDT,4h,50,0.5009,0.5366,1.1699,82,5,15,True,False
SOLUSDT,4h,51,0.4767,0.6022,1.3106,93,7,5,False,True
SOLUSDT,4h,52,0.4742,0.514,1.1621,107,5,10,False,False
SOLUSDT,4h,53,0.4647,0.4717,1.2145,53,10,20,True,False
SOLUSDT,4h,54,0.4597,0.5526,1.1561,76,3,15,True,True
SOLUSDT,4h,55,0.4379,0.4941,1.1405,85,3,15,False,True
SOLUSDT,4h,56,0.3961,0.5373,1.1332,67,3,20,True,True
SOLUSDT,4h,57,0.3886,0.4627,1.1418,67,7,20,True,False
SOLUSDT,4h,58,0.3778,0.5068,1.1263,73,5,20,True,False
SOLUSDT,4h,59,0.374,0.5,1.1031,94,3,20,True,False
SOLUSDT,4h,60,0.3712,0.4146,1.1661,41,15,30,False,False
SOLUSDT,4h,61,0.3703,0.5263,1.1561,57,5,20,True,True
SOLUSDT,4h,62,0.3358,0.5094,1.2533,53,15,10,False,True
SOLUSDT,4h,63,0.3176,0.5455,1.2365,55,10,10,False,True
SOLUSDT,4h,64,0.2584,0.4407,1.0814,59,7,30,True,False
SOLUSDT,4h,65,0.2549,0.5,1.1059,84,5,10,False,True
SOLUSDT,4h,66,0.2532,0.4937,1.0785,79,5,20,False,False
SOLUSDT,4h,67,0.1943,0.4103,1.0822,39,15,30,True,False
SOLUSDT,4h,68,0.1734,0.5645,1.0703,62,5,15,True,True
SOLUSDT,4h,69,0.1633,0.4783,1.0579,69,10,15,False,False
SOLUSDT,4h,70,0.1355,0.6471,1.1023,34,15,15,True,True
SOLUSDT,4h,71,0.0855,0.5227,1.0665,44,15,10,True,True
SOLUSDT,4h,72,0.0646,0.5714,1.0428,42,15,15,False,True
SOLUSDT,4h,73,0.0555,0.5435,1.0448,46,10,10,True,True
SOLUSDT,4h,74,0.0517,0.3958,1.0183,48,10,30,True,False
SOLUSDT,4h,75,0.0408,0.463,1.0144,54,5,30,False,True
SOLUSDT,4h,76,0.0379,0.4699,1.0115,83,7,15,False,False
SOLUSDT,4h,77,-0.0485,0.4725,0.9861,91,5,15,False,False
SOLUSDT,4h,78,-0.0912,0.5294,0.9379,34,15,20,False,True
SOLUSDT,4h,79,-0.0915,0.4203,0.9742,69,5,30,False,False
SOLUSDT,4h,80,-0.0934,0.5,0.9397,54,7,10,True,True
SOLUSDT,4h,81,-0.0972,0.4032,0.9729,62,7,30,False,False
SOLUSDT,4h,82,-0.1257,0.3725,0.9579,51,10,30,False,False
SOLUSDT,4h,83,-0.1262,0.5082,0.9332,61,7,10,False,True
SOLUSDT,4h,84,-0.1384,0.5897,0.913,39,10,15,True,True
SOLUSDT,4h,85,-0.2365,0.4677,0.916,62,5,20,False,True
SOLUSDT,4h,86,-0.2823,0.5278,0.795,36,10,20,True,True
SOLUSDT,4h,87,-0.2947,0.5263,0.8445,38,7,30,True,True
SOLUSDT,4h,88,-0.3273,0.5,0.8071,44,7,20,True,True
SOLUSDT,4h,89,-0.3321,0.4872,0.7932,39,10,20,False,True
SOLUSDT,4h,90,-0.4502,0.4839,0.6996,31,15,20,True,True
SOLUSDT,4h,91,-0.5361,0.5208,0.748,48,7,15,True,True
SOLUSDT,4h,92,-0.5732,0.5,0.7193,46,10,15,False,True
SOLUSDT,4h,93,-0.5807,0.4571,0.8127,70,5,15,False,True
SOLUSDT,4h,94,-0.6456,0.4,0.6656,30,15,30,False,True
SOLUSDT,4h,95,-0.6856,0.3939,0.6445,33,10,30,True,True
SOLUSDT,4h,96,-0.7677,0.4651,0.7065,43,7,30,False,True
SOLUSDT,4h,97,-0.7794,0.3889,0.6436,36,10,30,False,True
SOLUSDT,4h,98,-0.8235,0.3929,0.5844,28,15,30,True,True
SOLUSDT,4h,99,-0.8527,0.4898,0.6412,49,7,20,False,True
SOLUSDT,4h,100,-1.1521,0.4643,0.5874,56,7,15,False,True
SOLUSDT,1h,1,8.4253,0.6303,2.0798,541,15,5,False,False
SOLUSDT,1h,2,7.6427,0.6166,1.7664,592,7,5,False,False
SOLUSDT,1h,3,7.6389,0.6159,1.8552,552,10,5,False,False
SOLUSDT,1h,4,7.4504,0.6302,2.1751,457,15,5,False,True
SOLUSDT,1h,5,7.4331,0.5748,1.5791,722,3,5,False,False
SOLUSDT,1h,6,7.2406,0.6035,1.6723,628,5,5,False,False
SOLUSDT,1h,7,6.6581,0.6222,1.9835,442,10,5,False,True
SOLUSDT,1h,8,6.4222,0.5823,1.5971,620,3,5,True,False
SOLUSDT,1h,9,6.2907,0.6145,1.85,454,7,5,False,True
SOLUSDT,1h,10,6.2197,0.6223,1.9138,323,15,10,False,False
SOLUSDT,1h,11,5.9602,0.6269,2.1663,268,15,10,False,True
SOLUSDT,1h,12,5.7789,0.5631,1.593,547,3,5,False,True
SOLUSDT,1h,13,5.5486,0.5966,1.7273,471,5,5,False,True
SOLUSDT,1h,14,5.5042,0.5981,1.6231,525,5,5,True,False
SOLUSDT,1h,15,5.3479,0.6069,1.7912,435,10,5,True,False
SOLUSDT,1h,16,5.3403,0.5988,1.6796,481,7,5,True,False
SOLUSDT,1h,17,5.2692,0.6257,2.1368,342,10,5,True,True
SOLUSDT,1h,18,5.1544,0.6131,1.8318,411,15,5,True,False
SOLUSDT,1h,19,5.1339,0.6214,1.847,280,15,10,True,False
SOLUSDT,1h,20,4.982,0.5708,1.6158,466,3,5,True,True
SOLUSDT,1h,21,4.9685,0.6311,1.9714,206,15,15,False,True
SOLUSDT,1h,22,4.9373,0.6379,2.1176,232,15,10,True,True
SOLUSDT,1h,23,4.8755,0.604,1.7043,250,15,15,False,False
SOLUSDT,1h,24,4.756,0.6306,2.0465,157,15,20,True,True
SOLUSDT,1h,25,4.6593,0.6093,1.961,343,15,5,True,True
SOLUSDT,1h,26,4.6465,0.5909,1.907,176,15,20,False,True
SOLUSDT,1h,27,4.5732,0.6027,1.8225,365,7,5,True,True
SOLUSDT,1h,28,4.3385,0.5216,1.2966,462,3,15,False,False
SOLUSDT,1h,29,4.2401,0.5759,1.467,349,10,10,False,False
SOLUSDT,1h,30,4.1743,0.5912,1.6459,274,10,10,False,True
SOLUSDT,1h,31,4.1385,0.5872,1.67,390,5,5,True,True
SOLUSDT,1h,32,4.1041,0.5556,1.5592,216,15,20,False,False
SOLUSDT,1h,33,3.935,0.6125,1.7008,240,10,10,True,True
SOLUSDT,1h,34,3.8742,0.5795,1.5575,195,15,20,True,False
SOLUSDT,1h,35,3.7321,0.5339,1.2747,502,3,10,True,False
SOLUSDT,1h,36,3.6516,0.533,1.2449,546,3,10,False,False
SOLUSDT,1h,37,3.6448,0.5548,1.3999,283,10,15,False,False
SOLUSDT,1h,38,3.5921,0.5766,1.5298,222,10,15,False,True
SOLUSDT,1h,39,3.5434,0.5871,1.4321,310,10,10,True,False
SOLUSDT,1h,40,3.3215,0.555,1.2987,391,7,10,False,False
SOLUSDT,1h,41,3.3171,0.6021,1.5695,191,15,15,True,True
SOLUSDT,1h,42,3.276,0.539,1.5507,141,15,30,False,True
SOLUSDT,1h,43,3.2184,0.5282,1.2559,373,5,15,False,False
SOLUSDT,1h,44,3.2033,0.5814,1.4833,172,10,20,True,True
SOLUSDT,1h,45,3.1681,0.5442,1.271,351,3,15,False,True
SOLUSDT,1h,46,3.1114,0.575,1.4849,200,10,15,True,True
SOLUSDT,1h,47,3.0661,0.5794,1.3993,233,15,15,True,False
SOLUSDT,1h,48,3.0214,0.5294,1.2418,442,5,10,False,False
SOLUSDT,1h,49,3.0199,0.478,1.203,410,3,20,False,False
SOLUSDT,1h,50,2.9263,0.525,1.2566,400,5,10,True,False
SOLUSDT,1h,51,2.8411,0.5094,1.1979,426,3,15,True,False
SOLUSDT,1h,52,2.8355,0.5289,1.2476,329,7,15,False,False
SOLUSDT,1h,53,2.8322,0.5445,1.3882,191,10,20,False,True
SOLUSDT,1h,54,2.7683,0.5552,1.3396,299,7,10,False,True
SOLUSDT,1h,55,2.7455,0.5508,1.324,256,7,15,False,True
SOLUSDT,1h,56,2.6877,0.5426,1.305,258,10,15,True,False
SOLUSDT,1h,57,2.6308,0.5249,1.2167,341,5,15,True,False
SOLUSDT,1h,58,2.6197,0.5421,1.2538,356,7,10,True,False
SOLUSDT,1h,59,2.6029,0.5,1.3431,160,10,30,False,True
SOLUSDT,1h,60,2.5671,0.4857,1.1757,385,3,20,True,False
SOLUSDT,1h,61,2.5385,0.5104,1.2189,288,7,20,False,False
SOLUSDT,1h,62,2.4763,0.5061,1.2514,247,10,20,False,False
SOLUSDT,1h,63,2.4622,0.5282,1.2276,301,7,15,True,False
SOLUSDT,1h,64,2.4252,0.5469,1.424,128,15,30,True,True
SOLUSDT,1h,65,2.4068,0.5242,1.2586,227,10,20,True,False
SOLUSDT,1h,66,2.3718,0.5422,1.1974,415,3,10,False,True
SOLUSDT,1h,67,2.3602,0.494,1.1793,332,5,20,False,False
SOLUSDT,1h,68,2.3445,0.5032,1.1861,310,5,20,True,False
SOLUSDT,1h,69,2.2693,0.5278,1.3055,144,10,30,True,True
SOLUSDT,1h,70,2.2379,0.536,1.252,222,7,20,False,True
SOLUSDT,1h,71,2.2258,0.5029,1.2554,175,15,30,False,False
SOLUSDT,1h,72,2.1832,0.5481,1.2858,270,7,10,True,True
SOLUSDT,1h,73,2.0941,0.5364,1.225,330,5,10,False,True
SOLUSDT,1h,74,2.0872,0.5411,1.2586,231,7,15,True,True
SOLUSDT,1h,75,2.0165,0.5111,1.1785,270,7,20,True,False
SOLUSDT,1h,76,2.0132,0.5266,1.1834,376,3,10,True,True
SOLUSDT,1h,77,1.9943,0.5298,1.2017,285,5,15,False,True
SOLUSDT,1h,78,1.9143,0.5033,1.16,306,3,20,False,True
SOLUSDT,1h,79,1.8733,0.5375,1.1641,320,3,15,True,True
SOLUSDT,1h,80,1.7157,0.5031,1.2072,161,15,30,True,False
SOLUSDT,1h,81,1.6099,0.5463,1.1888,205,7,20,True,True
SOLUSDT,1h,82,1.559,0.4398,1.1011,357,3,30,False,False
SOLUSDT,1h,83,1.4662,0.5212,1.1507,259,5,15,True,True
SOLUSDT,1h,84,1.4591,0.4358,1.0966,335,3,30,True,False
SOLUSDT,1h,85,1.4573,0.4731,1.1116,260,5,30,True,False
SOLUSDT,1h,86,1.4391,0.4729,1.1159,258,3,30,False,True
SOLUSDT,1h,87,1.4043,0.4833,1.1319,209,5,30,False,True
SOLUSDT,1h,88,1.4006,0.4835,1.1123,242,3,30,True,True
SOLUSDT,1h,89,1.3012,0.5167,1.143,300,5,10,True,True
SOLUSDT,1h,90,1.2643,0.51,1.1208,251,5,20,False,True
SOLUSDT,1h,91,1.0976,0.4974,1.1027,193,5,30,True,True
SOLUSDT,1h,92,0.9663,0.5108,1.1001,186,7,30,False,True
SOLUSDT,1h,93,0.8779,0.4433,1.0628,282,5,30,False,False
SOLUSDT,1h,94,0.8742,0.4983,1.0726,287,3,20,True,True
SOLUSDT,1h,95,0.7082,0.4856,1.0561,243,7,30,False,False
SOLUSDT,1h,96,0.6817,0.5085,1.0664,234,5,20,True,True
SOLUSDT,1h,97,0.4145,0.4683,1.0366,205,10,30,False,False
SOLUSDT,1h,98,0.2789,0.5,1.0224,226,7,30,True,False
SOLUSDT,1h,99,0.21,0.5116,1.0213,172,7,30,True,True
SOLUSDT,1h,100,0.1898,0.4921,1.0173,189,10,30,True,False
